,pclass,survived,sex,age,sibsp,parch,fare,embarked
1238,3,1,1,25.0,0,0,7.7958,3
1239,3,0,1,34.0,0,0,8.05,3
1240,3,1,1,0.4167,0,1,8.5167,0
1241,3,0,1,28.0,1,0,6.4375,0
1242,3,0,1,28.0,0,0,6.4375,0
1243,3,0,1,28.0,0,0,7.225,0
1244,3,1,0,16.0,1,1,8.5167,0
1245,3,0,1,28.0,0,0,8.05,3
1246,3,0,1,28.0,1,0,16.1,3
1247,3,1,0,28.0,1,0,16.1,3
1248,3,0,1,32.0,0,0,7.925,3
1249,3,0,1,28.0,0,0,7.75,2
1250,3,0,1,28.0,0,0,7.8958,3
1251,3,0,1,30.5,0,0,8.05,3
1252,3,0,1,44.0,0,0,8.05,3
1253,3,0,1,28.0,0,0,7.2292,0
1254,3,1,1,25.0,0,0,0.0,3
1255,3,0,1,28.0,0,0,7.2292,0
1256,3,1,1,7.0,1,1,15.2458,0
1257,3,1,0,9.0,1,1,15.2458,0
1258,3,1,0,29.0,0,2,15.2458,0
1259,3,0,1,36.0,0,0,7.8958,3
1260,3,1,0,18.0,0,0,9.8417,3
1261,3,1,0,63.0,0,0,9.5875,3
1262,3,0,1,28.0,1,1,14.5,3
1263,3,0,1,11.5,1,1,14.5,3
1264,3,0,1,40.5,0,2,14.5,3
1265,3,0,0,10.0,0,2,24.15,3
1266,3,0,1,36.0,1,1,24.15,3
1267,3,0,0,30.0,1,1,24.15,3
1268,3,0,1,28.0,0,0,9.5,3
1269,3,0,1,33.0,0,0,9.5,3
1270,3,0,1,28.0,0,0,9.5,3
1271,3,0,1,28.0,0,0,9.5,3
1272,3,0,1,47.0,0,0,9.0,3
1273,3,0,0,18.0,2,0,18.0,3
1274,3,0,1,31.0,3,0,18.0,3
1275,3,0,1,16.0,2,0,18.0,3
1276,3,0,0,31.0,1,0,18.0,3
1277,3,1,1,22.0,0,0,7.225,0
1278,3,0,1,20.0,0,0,7.8542,3
1279,3,0,0,14.0,0,0,7.8542,3
1280,3,0,1,22.0,0,0,7.8958,3
1281,3,0,1,22.0,0,0,9.0,3
1282,3,0,1,28.0,0,0,8.05,3
1283,3,0,1,28.0,0,0,7.55,3
1284,3,0,1,28.0,0,0,8.05,3
1285,3,0,1,32.5,0,0,9.5,3
1286,3,1,0,38.0,0,0,7.2292,0
1287,3,0,1,51.0,0,0,7.75,3
1288,3,0,1,18.0,1,0,6.4958,3
1289,3,0,1,21.0,1,0,6.4958,3
1290,3,1,0,47.0,1,0,7.0,3
1291,3,0,1,28.0,0,0,8.7125,3
1292,3,0,1,28.0,0,0,7.55,3
1293,3,0,1,28.0,0,0,8.05,3
1294,3,0,1,28.5,0,0,16.1,3
1295,3,0,1,21.0,0,0,7.25,3
1296,3,0,1,27.0,0,0,8.6625,3
1297,3,0,1,28.0,0,0,7.25,3
1298,3,0,1,36.0,0,0,9.5,3
1299,3,0,1,27.0,1,0,14.4542,0
1300,3,1,0,15.0,1,0,14.4542,0
1301,3,0,1,45.5,0,0,7.225,0
1302,3,0,1,28.0,0,0,7.225,0
1303,3,0,1,28.0,0,0,14.4583,0
1304,3,0,0,14.5,1,0,14.4542,0
1305,3,0,0,28.0,1,0,14.4542,0
1306,3,0,1,26.5,0,0,7.225,0
1307,3,0,1,27.0,0,0,7.225,0
1308,3,0,1,29.0,0,0,7.875,3
